ejercicio,jur_id,jur_desc,prg_id,prg_desc,monto_original,monto_vigente,monto_normalizado
2024,30,Ministerio del Interior,17,Conservacion y Administracion de Areas Naturales Protegidas,17261.29,39837.54,39837539339.0
2024,30,Ministerio del Interior,17,"Cooperacion, Asistencia Tecnica y Capacitacion a Municipios",11779.89,17898.4,17898401388.0
2026,30,Ministerio del Interior,17,"Cooperacion, Asistencia Tecnica y Capacitacion a Municipios",1415.5,1415.5,1415500351.0
2024,30,Ministerio del Interior,18,Atencion a Pasividades de Guardaparques,1508.56,3006.52,3006521574.0
2023,30,Ministerio del Interior,19,Relaciones con las Provincias y Desarrollo Regional,71814830864.76,222700239868.02,71814830865.0
2024,30,Ministerio del Interior,19,Formacion y Capacitacion,645.5,1842.05,1842053127.0
2024,30,Ministerio del Interior,19,Relaciones con las Provincias y Desarrollo Regional,222876.3,323395.41,323395412990.0
2026,30,Ministerio del Interior,19,Relaciones con las Provincias y Desarrollo Regional,578451.35,257578.41,257578413991.0
2024,30,Ministerio del Interior,23,Programa de Desarrollo de Corredores Turisticos (BID Nº 2606/OC-AR),161.22,0.04,40000.0
2024,30,Ministerio del Interior,24,Infraestructura en Areas Naturales Protegidas,1775.23,3282.2,3282196278.0
2024,30,Ministerio del Interior,25,Sistema de Areas Marinas Protegidas,234.4,578.18,578180938.0
2024,30,Ministerio del Interior,26,"Planificacion, Formulacion y Ejecucion de Politicas de Conservacion en Areas Naturales Protegidas",828.56,1419.86,1419855429.0
2024,30,Ministerio del Interior,27,Recuperacion Sustentable de Paisajes y Medios de Vida en Argentina (BIRF N° 9335-AR y PROGREEN Nº TF0B7681),2794.2,7219.09,7219090760.0
2023,30,Ministerio del Interior,3,Actividad Comun a Programas con Financiamiento Externo,19541652.54,19541652.54,19541653.0
2024,30,Ministerio del Interior,3,Actividad Comun a Programas con Financiamiento Externo,19.54,19.54,19541633.0
2023,30,Ministerio del Interior,34,Iniciativas Complementarias de Interior,3083039975.04,4558016273.01,3083039975.0
2024,30,Ministerio del Interior,34,Iniciativas Complementarias de Interior,4733.09,14890.87,14890867305.0
2026,30,Ministerio del Interior,34,Iniciativas Complementarias de Interior,7576.41,10511.48,10511479685.0
2024,30,Ministerio del Interior,49,Promocion Turistica,32209.26,6891.02,6891015498.0
2024,30,Ministerio del Interior,50,Desarrollo del Turismo Nacional,3891.71,4028.55,4028553538.0
2024,30,Ministerio del Interior,51,Plan Federal de Turismo Social,6696.77,7149.93,7149933043.0
2024,30,Ministerio del Interior,52,Inversiones con Financiamiento Internacional,2680.49,2780.43,2780433760.0
2024,30,Ministerio del Interior,53,Calidad y Formacion Turistica,438.97,540.88,540878441.0
2024,30,Ministerio del Interior,54,Deporte Comunitario y Competencias,16083.21,25056.11,25056114500.0
2026,30,Ministerio del Interior,54,"Deporte Comunitario, Infraestructura Deportiva y Predios Deportivos Nacionales",22288.91,17959.78,17959783880.0
2024,30,Ministerio del Interior,55,Deporte Federado e Iniciacion Deportiva,5394.79,11418.89,11418885757.0
2026,30,Ministerio del Interior,55,Deporte Federado y Representacion Nacional,17333.03,16333.03,16333031236.0
2024,30,Ministerio del Interior,57,Programa Federal de Infraestructura Deportiva,776.4,776.4,776402205.0
2026,30,Ministerio del Interior,57,Programa Federal de Infraestrutura Deportiva,0.0,40.5,40500000.0
2024,30,Ministerio del Interior,74,Politica Ambiental en Recursos Naturales,12775.59,13747.78,13747778252.0
2024,30,Ministerio del Interior,75,Promocion y Gestion del Cambio Climatico y el Desarrollo Sostenible,1075.68,2872.69,2872689326.0
2024,30,Ministerio del Interior,76,Coordinacion Interjurisdiccional e Interinstitucional,722.72,777.41,777405943.0
2024,30,Ministerio del Interior,77,Control Ambiental,28698.73,51999.19,51999192919.0
2024,30,Ministerio del Interior,79,Desarrollo Sostenible,1693.1,2252.16,2252156529.0
2024,30,Ministerio del Interior,8,Actividades Comun de Programas de Turismo y Deporte,4326.52,7410.59,7410590757.0
2026,30,Ministerio del Interior,84,Atencion y Desarrollo de Poblaciones Indigenas,4724.56,4719.96,4719961926.0
2023,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",1,Actividades Centrales,13010276015.26,19003585315.57,13010276015.0
2024,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",1,Actividades Centrales,19030.51,50051.63,50051634949.0
2025,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",1,Actividades Centrales,55199.27,65711.31,65711313888.0
2026,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",1,Actividades Centrales,87854.33,86429.52,86429520582.0
2023,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",16,Acciones Diplomaticas de Politica Exterior,6353171124.16,10620859981.85,6353171124.0
2024,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",16,Acciones Diplomaticas de Politica Exterior,10623.9,26777.31,26777311928.0
2025,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",16,Acciones Diplomaticas de Politica Exterior,28903.69,28343.1,28343102580.0
2026,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",16,Acciones Diplomaticas de Politica Exterior,29625.7,29369.28,29369280015.0
2023,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",17,Registro y Sostenimiento de Cultos,481438016.44,677501408.5,481438016.0
2024,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",17,Registro y Sostenimiento de Cultos,677.58,1920.25,1920254899.0
2025,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",17,Registro y Sostenimiento de Cultos,1899.25,2424.06,2424058934.0
2026,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",17,Registro y Sostenimiento de Cultos,3322.57,3339.81,3339814358.0
2023,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",18,Cascos Blancos,391956134.96,419365590.37,391956135.0
2024,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",18,Cascos Blancos,424.37,1261.32,1261322676.0
2025,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",18,Cascos Blancos,1261.32,1070.25,1070251006.0
2026,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",18,Cascos Blancos,1139.17,1077.07,1077070476.0
2023,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promocion de las Relaciones Economicas Internacionales,5160538433.53,9686521247.51,5160538434.0
2024,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promocion de las Relaciones Economicas Internacionales,9687.64,17471.84,17471840394.0
2025,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promocion de las Relaciones Economicas Internacionales,19098.44,25576.66,25576660920.0
2026,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,Mantenimiento y Promocion de las Relaciones Economicas Internacionales,27933.48,27742.35,27742350986.0
2023,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",2,"Actividades Comunes a los Programas 16, 19  y 23",56036195755.14,97761471861.37,56036195755.0
2024,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",2,"Actividades Comunes a los Programas 16, 19  y 23",98004.37,266268.21,266268212997.0
2025,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",2,"Actividades Comunes a los Programas 16, 19  y 23",267458.21,334808.77,334808771391.0
2026,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",2,"Actividades Comunes a los Programas 16, 19  y 23",349221.34,343742.76,343742761541.0
2023,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antartico,1897197679.2,2388160618.16,1897197679.0
2024,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antartico,2388.3,5820.26,5820258350.0
2025,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antartico,5820.26,7139.79,7139791951.0
2026,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,Desarrollo del Plan Antartico,9499.54,9453.07,9453065409.0
2023,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",22,Promocion de la Cooperacion Internacional,376179584.18,527041575.04,376179584.0
2024,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",22,Promocion de la Cooperacion Internacional,527.04,1743.63,1743626509.0
2025,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",22,Promocion de la Cooperacion Internacional,1843.63,2997.52,2997522055.0
2026,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",22,Promocion de la Cooperacion Internacional,3088.99,3074.94,3074941562.0
2023,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",23,"Acciones Diplomaticas para la Promocion del Reclamo Argentino de Reconocimiento de la Soberania Nacional de las Islas Malvinas,",755342260.34,1070764017.76,755342260.0
2024,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",23,"Acciones Diplomaticas para la Promocion del Reclamo Argentino de Reconocimiento de la Soberania Nacional de las Islas Malvinas,",1070.77,3452.8,3452799880.0
2025,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",23,"Acciones Diplomaticas para la Promocion del Reclamo Argentino de Reconocimiento de la Soberania Nacional de las Islas Malvinas,",3443.2,4429.98,4429977655.0
2026,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",23,"Acciones Diplomaticas asociadas a la Cuestion Malvinas, Antartida, Politica Oceanica y Atlantico Sur",4584.72,4575.34,4575344263.0
2023,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",3,Actividades Comunes a los Programas 18 y 22,31857863.86,139493977.49,31857864.0
2024,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",3,Actividades Comunes a los Programas 18 y 22,139.49,3.64,3640000.0
2023,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",92,Cuotas y Contribuciones a Organismos Internacionales,16420134233.12,45582214303.17,16420134233.0
2024,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",92,Cuotas y Contribuciones a Organismos Internacionales,45740.84,145946.94,145946937808.0
2025,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",92,Cuotas y Contribuciones a Organismos Internacionales,135651.24,132395.61,132395612981.0
2026,35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",92,Cuotas y Contribuciones a Organismos Internacionales,137233.16,129822.57,129822566408.0
2023,40,Ministerio de Justicia y Derechos Humanos,1,Actividades Centrales,11552452699.44,23275472961.45,11552452699.0
2024,40,Ministerio de Justicia,1,Actividades Centrales,4870.49,15074.0,15074003718.0
2025,40,Ministerio de Justicia,1,Actividades Centrales,15074.0,28835.97,28835966224.0
2026,40,Ministerio de Justicia,1,Actividades Centrales,54607.19,49664.64,49664638234.0
2023,40,Ministerio de Justicia y Derechos Humanos,16,"Acciones contra la Discriminacion, la Xenofobia y el Racismo",1150707615.71,2349750518.75,1150707616.0
2023,40,Ministerio de Justicia y Derechos Humanos,16,Atencion y Desarrollo de Poblaciones Indigenas,1320307197.31,2306187186.18,1320307197.0
2023,40,Ministerio de Justicia y Derechos Humanos,16,Formulacion y Ejecucion de Politicas para Restringir el Circulante de Armas de Fuego en la Sociedad Civil,625215486.21,1261957539.96,625215486.0
2023,40,Ministerio de Justicia y Derechos Humanos,16,Promocion Internacional de los Derechos Humanos,198627315.63,853188440.19,198627316.0
2023,40,Ministerio de Justicia y Derechos Humanos,16,Seguridad y Rehabilitacion del Interno,58736113971.06,104005752740.65,58736113971.0
2024,40,Ministerio de Justicia,16,"Acciones contra la Discriminacion, la Xenofobia y el Racismo",2354.81,2452.03,2452032187.0
2024,40,Ministerio de Justicia,16,Atencion y Desarrollo de Poblaciones Indigenas,2357.35,4885.05,4885053690.0
2024,40,Ministerio de Justicia,16,Promocion Internacional de los Derechos Humanos,853.63,1147.52,1147520180.0
2025,40,Ministerio de Justicia,16,Promocion Internacional de los Derechos Humanos,1147.52,1754.59,1754590852.0
2026,40,Ministerio de Justicia,16,Promocion Internacional de los Derechos Humanos,1477.0,1762.46,1762457217.0
2023,40,Ministerio de Justicia y Derechos Humanos,18,Politica Criminal y Asuntos Penitenciarios,4672747468.74,4391372894.37,4672747469.0
2023,40,Ministerio de Justicia y Derechos Humanos,19,Regulacion y Control Registral,1390969297.97,2676922583.92,1390969298.0
2024,40,Ministerio de Justicia,19,Regulacion y Control Registral,2676.92,6596.56,6596563397.0
2025,40,Ministerio de Justicia,19,Regulacion y Control Registral,6596.56,12961.07,12961074646.0
2026,40,Ministerio de Justicia,19,Regulacion y Control Registral,42229.33,85074.74,85074741032.0
2023,40,Ministerio de Justicia y Derechos Humanos,2,Actividades Comunes a los Programas de la Secretaria de Justicia,248213979.21,248213979.21,248213979.0
2024,40,Ministerio de Justicia,2,Actividades Comunes a los Programas de la Secretaria de Justicia,248.21,1660.63,1660628628.0
2025,40,Ministerio de Justicia,2,Actividades Comunes a los Programas de la Secretaria de Justicia,1660.63,8412.84,8412842494.0
2026,40,Ministerio de Justicia,2,Actividades Comunes a los Programas de la Secretaria de Justicia,2812.75,2812.75,2812751508.0
2023,40,Ministerio de Justicia y Derechos Humanos,21,Defensa y Representacion Juridica del Estado,1156487656.49,2000318826.32,1156487656.0
2023,40,Ministerio de Justicia y Derechos Humanos,21,Representacion Notarial del Estado,82535768.54,85726132.73,82535769.0
2024,40,Ministerio de Justicia,21,Defensa y Representacion Juridica del Estado,2000.32,5052.53,5052526951.0
2024,40,Ministerio de Justicia,21,Representacion Notarial del Estado,85.73,85.73,85726047.0
2025,40,Ministerio de Justicia,21,Defensa y Representacion Juridica del Estado,5052.53,8750.13,8750128812.0
2025,40,Ministerio de Justicia,21,Representacion Notarial del Estado,85.73,85.73,85726047.0
2026,40,Ministerio de Justicia,21,Defensa y Representacion Juridica del Estado,8785.0,8785.0,8785000000.0
2026,40,Ministerio de Justicia,21,Representacion Notarial del Estado,1304.93,1304.93,1304929424.0
2023,40,Ministerio de Justicia y Derechos Humanos,24,Cooperacion Tecnica y Financiera para la Laborterapia de Internos,5391589066.58,11556539274.53,5391589067.0
2023,40,Ministerio de Justicia y Derechos Humanos,25,Formacion y Capacitacion,1378081882.08,2741973030.97,1378081882.0
2023,40,Ministerio de Justicia y Derechos Humanos,26,Promocion y Defensa de los Derechos Humanos,4558918265.91,6756346897.34,4558918266.0
2024,40,Ministerio de Justicia,26,Promocion y Defensa de los Derechos Humanos,6764.81,63103.75,63103752534.0
2025,40,Ministerio de Justicia,26,Promocion y Defensa de los Derechos Humanos,93749.54,86245.62,86245619782.0
2026,40,Ministerio de Justicia,26,Promocion y Defensa de los Derechos Humanos,27142.01,21575.45,21575447795.0
2023,40,Ministerio de Justicia y Derechos Humanos,27,Controles Anticorrupcion,281206482.21,281206482.21,281206482.0
2024,40,Ministerio de Justicia,27,Controles Anticorrupcion,281.21,308.92,308922235.0
2025,40,Ministerio de Justicia,27,Controles Anticorrupcion,308.92,308.92,308922235.0
2026,40,Ministerio de Justicia,27,Controles Anticorrupcion,3016.48,3016.48,3016484434.0
2024,40,Ministerio de Justicia,37,Prevencion del Lavado de Activos,3546.61,8182.49,8182486403.0
2025,40,Ministerio de Justicia,37,Prevencion del Lavado de Activos,8182.49,13797.06,13797063054.0
2026,40,Ministerio de Justicia,37,Prevencion del Lavado de Activos,14505.0,13791.36,13791360000.0
2023,40,Ministerio de Justicia y Derechos Humanos,38,Formacion Universitaria en Derechos Humanos,234726109.73,1027062465.06,234726110.0
2024,40,Ministerio de Justicia,38,Formacion Universitaria en Derechos Humanos,1027.06,1027.06,1027061438.0
2023,40,Ministerio de Justicia y Derechos Humanos,43,Afianzamiento de la Justicia,2931317188.31,4286214280.21,2931317188.0
2024,40,Ministerio de Justicia,43,Afianzamiento de la Justicia,4286.21,17760.0,17760001178.0
2025,40,Ministerio de Justicia,43,Afianzamiento de la Justicia,17728.6,23247.27,23247268303.0
2026,40,Ministerio de Justicia,43,Afianzamiento de la Justicia,52298.4,52298.4,52298402815.0
2024,40,Ministerio de Justicia,46,Politica Criminal,521.73,8689.77,8689769275.0
2025,40,Ministerio de Justicia,46,Politica Criminal,8689.77,7552.81,7552814347.0
2026,40,Ministerio de Justicia,46,Politica Criminal,8404.13,8404.13,8404127819.0
2025,40,Ministerio de Justicia,47,"Conservacion, Administracion y Disposicion de Bienes Cautelados y Recuperados por Proceso Judicial",0.0,1250.0,1250000000.0
2026,40,Ministerio de Justicia,47,"Conservacion, Administracion y Disposicion de Bienes Cautelados y Recuperados por Proceso Judicial",1250.0,1250.0,1250000000.0
2024,40,Ministerio de Justicia,6,Actividades Comunes a los Programas 26 y 43,0.0,7785.69,7785686914.0
2025,40,Ministerio de Justicia,6,Actividades Comunes a los Programas 26 y 43,3538.12,12354.24,12354236367.0
2026,40,Ministerio de Justicia,6,Actividades Comunes a los Programas 26 y 43,500.0,5442.56,5442555914.0
2023,41,Ministerio de Seguridad,1,Actividades Centrales,99776769340.67,177328733979.56,99776769341.0
2024,41,Ministerio de Seguridad,1,Actividades Centrales,196132.93,476004.29,476004293758.0
2025,41,Ministerio de Seguridad Nacional,1,Actividades Centrales,472399.31,648155.17,648155170095.0
2026,41,Ministerio de Seguridad Nacional,1,Actividades Centrales,752402.18,731529.8,731529804161.0
2024,41,Ministerio de Seguridad,16,Formulacion y Ejecucion de Politicas para Restringir el Circulante de Armas de Fuego en la Sociedad Civil,1278.06,3046.01,3046013397.0
2024,41,Ministerio de Seguridad,16,Seguridad y Rehabilitacion del Interno,104077.25,270885.54,270885544905.0
2025,41,Ministerio de Seguridad Nacional,16,Formulacion y Ejecucion de Politicas para Restringir el Circulante de Armas de Fuego en la Sociedad Civil,3046.01,7956.69,7956691454.0
2025,41,Ministerio de Seguridad Nacional,16,Seguridad y Rehabilitacion del Interno,271507.49,388461.84,388461840284.0
2026,41,Ministerio de Seguridad Nacional,16,"Control de Ingresos y Egresos, Admision y Permanencia de Personas dentro del Territorio Nacional",181140.22,174375.02,174375024160.0
2026,41,Ministerio de Seguridad Nacional,16,Seguridad y Rehabilitacion del Interno,428956.68,426821.91,426821914903.0
2023,41,Ministerio de Seguridad,18,"Administracion de Beneficios Previsionales Policia Federal, Policia de Seguridad Aeroportuaria y otros",240631359269.12,418037476776.06,240631359269.0
2024,41,Ministerio de Seguridad,18,"Administracion de Beneficios Previsionales Policia Federal, Policia de Seguridad Aeroportuaria y otros",418037.06,1069249.32,1069249317150.0
2025,41,Ministerio de Seguridad Nacional,18,"Administracion de Beneficios Previsionales Policia Federal, Policia de Seguridad Aeroportuaria y otros",1069249.32,1464088.82,1464088822282.0
2026,41,Ministerio de Seguridad Nacional,18,"Administracion de Beneficios Previsionales Policia Federal, Policia de Seguridad Aeroportuaria y otros",1598643.04,1598643.04,1598643035632.0
2023,41,Ministerio de Seguridad,19,Administracion de Beneficios Previsionales Gendarmeria Nacional,94191996132.9,155523579288.42,94191996133.0
2024,41,Ministerio de Seguridad,19,Administracion de Beneficios Previsionales Gendarmeria Nacional,155523.42,386076.25,386076245697.0
2025,41,Ministerio de Seguridad Nacional,19,Administracion de Beneficios Previsionales Gendarmeria Nacional,386076.25,517191.4,517191403304.0
2026,41,Ministerio de Seguridad Nacional,19,Administracion de Beneficios Previsionales Gendarmeria Nacional,564932.02,564932.02,564932017903.0
2023,41,Ministerio de Seguridad,20,Administracion de Beneficios Previsionales Prefectura Naval Argentina,75058848892.77,123223645367.52,75058848893.0
2024,41,Ministerio de Seguridad,20,Administracion de Beneficios Previsionales Prefectura Naval Argentina,123223.52,305125.26,305125264086.0
2025,41,Ministerio de Seguridad Nacional,20,Administracion de Beneficios Previsionales Prefectura Naval Argentina,305125.26,403050.29,403050286192.0
2026,41,Ministerio de Seguridad Nacional,20,Administracion de Beneficios Previsionales Prefectura Naval Argentina,445938.83,445938.83,445938828169.0
2023,41,Ministerio de Seguridad,21,Administracion de Beneficios Previsionales Servicio Penitenciario Federal,44615212045.17,81391798069.72,44615212045.0
2024,41,Ministerio de Seguridad,21,Administracion de Beneficios Previsionales Servicio Penitenciario Federal,81391.72,243667.6,243667596831.0
2025,41,Ministerio de Seguridad Nacional,21,Administracion de Beneficios Previsionales Servicio Penitenciario Federal,243667.6,373898.85,373898851363.0
2026,41,Ministerio de Seguridad Nacional,21,Administracion de Beneficios Previsionales Servicio Penitenciario Federal,420540.57,420540.57,420540567014.0
2023,41,Ministerio de Seguridad,22,Asistencia Sanitaria de la Policia Federal Argentina,11877204877.19,18042738756.72,11877204877.0
2024,41,Ministerio de Seguridad,22,Asistencia Sanitaria de la Policia Federal Argentina,18043.35,45642.8,45642798627.0
2025,41,Ministerio de Seguridad Nacional,22,Administracion de Beneficios Previsionales Parques Nacionales,0.0,3701.53,3701529656.0
2025,41,Ministerio de Seguridad Nacional,22,Asistencia Sanitaria de la Policia Federal Argentina,45642.8,54996.8,54996798627.0
2026,41,Ministerio de Seguridad Nacional,22,Administracion de Beneficios Previsionales Parques Nacionales,7414.1,7414.1,7414096925.0
2026,41,Ministerio de Seguridad Nacional,22,Asistencia Sanitaria de la Policia Federal Argentina,60928.3,60928.3,60928295610.0
2023,41,Ministerio de Seguridad,23,Formacion y Capacitacion de la Policia Federal Argentina,9858030038.02,15449583505.57,9858030038.0
2023,41,Ministerio de Seguridad,23,Seguridad Aeroportuaria,23288641986.62,44813218370.17,23288641987.0
2024,41,Ministerio de Seguridad,23,Formacion y Capacitacion de la Policia Federal Argentina,15450.72,34391.75,34391748822.0
2024,41,Ministerio de Seguridad,23,Seguridad Aeroportuaria,44814.37,113179.73,113179732224.0
2025,41,Ministerio de Seguridad Nacional,23,Formacion y Capacitacion de la Policia Federal Argentina,34391.75,40235.75,40235748822.0
2025,41,Ministerio de Seguridad Nacional,23,Seguridad Aeroportuaria,113305.83,156975.55,156975547092.0
2026,41,Ministerio de Seguridad Nacional,23,Formacion y Capacitacion de la Policia Federal Argentina,48155.78,48085.78,48085778434.0
2026,41,Ministerio de Seguridad Nacional,23,Seguridad Aeroportuaria,162180.44,163370.62,163370620461.0
2023,41,Ministerio de Seguridad,24,Formacion y Capacitacion en Seguridad Aeroportuaria,995707957.71,1171166572.17,995707958.0
2024,41,Ministerio de Seguridad,24,Cooperacion Tecnica y Financiera para la Laborterapia de Internos,11560.65,25721.75,25721747525.0
2024,41,Ministerio de Seguridad,24,Formacion y Capacitacion en Seguridad Aeroportuaria,1172.88,2167.91,2167907480.0
2025,41,Ministerio de Seguridad Nacional,24,Cooperacion Tecnica y Financiera para la Laborterapia de Internos,25721.75,24688.78,24688782028.0
2025,41,Ministerio de Seguridad Nacional,24,Formacion y Capacitacion en Seguridad Aeroportuaria,2167.91,2485.02,2485021349.0
2026,41,Ministerio de Seguridad Nacional,24,Cooperacion Tecnica y Financiera para la Laborterapia de Internos,29299.26,28785.55,28785553530.0
2026,41,Ministerio de Seguridad Nacional,24,Formacion y Capacitacion en Seguridad Aeroportuaria,8328.82,8328.82,8328822736.0
2024,41,Ministerio de Seguridad,25,Formacion y Capacitacion,2742.97,8475.94,8475935972.0
2025,41,Ministerio de Seguridad Nacional,25,Formacion y Capacitacion,8475.94,13451.34,13451343220.0
2026,41,Ministerio de Seguridad Nacional,25,Formacion y Capacitacion,22587.89,22448.16,22448159249.0
2023,41,Ministerio de Seguridad,28,Seguridad Federal,114658876137.76,188551246555.06,114658876138.0
2024,41,Ministerio de Seguridad,28,Seguridad Federal,188605.35,430791.77,430791767764.0
2025,41,Ministerio de Seguridad Nacional,28,Seguridad Federal,430465.99,575801.14,575801140863.0
2026,41,Ministerio de Seguridad Nacional,28,Seguridad Federal,644965.11,645673.96,645673957001.0
2023,41,Ministerio de Seguridad,30,Servicio de Bomberos,9226971866.96,14212066178.05,9226971867.0
2024,41,Ministerio de Seguridad,30,Servicio de Bomberos,14213.36,32415.0,32414997064.0
2025,41,Ministerio de Seguridad Nacional,30,Servicio de Bomberos,32416.91,41904.38,41904381464.0
2026,41,Ministerio de Seguridad Nacional,30,Servicio de Bomberos,49198.38,48104.9,48104901416.0
2023,41,Ministerio de Seguridad,31,Policia de Seguridad de la Navegacion,86094352897.27,147272969932.82,86094352897.0
2023,41,Ministerio de Seguridad,31,Servicios de Informatica y Comunicaciones,7131301793.29,10878463141.45,7131301793.0
2024,41,Ministerio de Seguridad,31,Policia de Seguridad de la Navegacion,147279.91,350133.84,350133838754.0
2024,41,Ministerio de Seguridad,31,Servicios de Informatica y Comunicaciones,10878.99,24516.61,24516611145.0
2025,41,Ministerio de Seguridad Nacional,31,Policia de Seguridad de la Navegacion,351917.92,466714.51,466714509828.0
2025,41,Ministerio de Seguridad Nacional,31,Servicios de Informatica y Comunicaciones,24516.61,31914.46,31914459853.0
2026,41,Ministerio de Seguridad Nacional,31,Policia de Seguridad de la Navegacion,496861.63,494632.8,494632801294.0
2026,41,Ministerio de Seguridad Nacional,31,Servicios de Informatica y Comunicaciones,36481.9,36198.9,36198900121.0
2023,41,Ministerio de Seguridad,36,Atencion Sanitaria de la Prefectura Naval Argentina,4258148871.14,6991734789.73,4258148871.0
2024,41,Ministerio de Seguridad,36,Atencion Sanitaria de la Prefectura Naval Argentina,6991.73,15889.66,15889660975.0
2025,41,Ministerio de Seguridad Nacional,36,Atencion Sanitaria de la Prefectura Naval Argentina,15889.66,20172.75,20172745242.0
2026,41,Ministerio de Seguridad Nacional,36,Atencion Sanitaria de la Prefectura Naval Argentina,24928.92,24016.35,24016346913.0
2023,41,Ministerio de Seguridad,37,Formacion y Capacitacion Profesional de la Prefectura Naval Argentina,12384729105.72,20698470031.45,12384729106.0
2024,41,Ministerio de Seguridad,37,Formacion y Capacitacion Profesional de la Prefectura Naval Argentina,20698.45,37180.07,37180070847.0
2025,41,Ministerio de Seguridad Nacional,37,Formacion y Capacitacion Profesional de la Prefectura Naval Argentina,37180.07,47535.09,47535085533.0
2026,41,Ministerio de Seguridad Nacional,37,Formacion y Capacitacion Profesional de la Prefectura Naval Argentina,55377.84,55377.84,55377843771.0
2023,41,Ministerio de Seguridad,39,Control y Servicio Tecnico de Seguridad de la Navegacion,1464353677.35,2448847805.85,1464353677.0
2023,41,Ministerio de Seguridad,39,Seguridad en Eventos Deportivos,105189616.19,190707840.71,105189616.0
2024,41,Ministerio de Seguridad,39,Control y Servicio Tecnico de Seguridad de la Navegacion,2448.85,5660.71,5660706366.0
2024,41,Ministerio de Seguridad,39,Seguridad en Eventos Deportivos,190.71,465.68,465676232.0
2025,41,Ministerio de Seguridad Nacional,39,Control y Servicio Tecnico de Seguridad de la Navegacion,5660.71,6999.64,6999643426.0
2026,41,Ministerio de Seguridad Nacional,39,Control y Servicio Tecnico de Seguridad de la Navegacion,7504.57,7504.57,7504565311.0
2023,41,Ministerio de Seguridad,40,Operaciones de Seguridad Interior,6810016275.01,12762631034.62,6810016275.0
2024,41,Ministerio de Seguridad,40,Operaciones de Seguridad Interior,12762.62,22442.02,22442020455.0
2025,41,Ministerio de Seguridad Nacional,40,Operaciones de Seguridad Interior,20186.22,23010.55,23010550049.0
2026,41,Ministerio de Seguridad Nacional,40,Operaciones de Seguridad Interior,10012.97,10452.97,10452970054.0
2023,41,Ministerio de Seguridad,41,Formacion y Capacitacion de la Gendarmeria Nacional,26038543636.52,46720064819.02,26038543637.0
2023,41,Ministerio de Seguridad,41,Servicio de Informatica y Comunicaciones para la Navegacion,1979532014.53,3883177275.17,1979532015.0
2024,41,Ministerio de Seguridad,41,Formacion y Capacitacion de la Gendarmeria Nacional,46922.41,101120.78,101120779588.0
2024,41,Ministerio de Seguridad,41,Servicio de Informatica y Comunicaciones para la Navegacion,3883.17,8384.55,8384548027.0
