jur_id,jur_desc,prg_id,año,desc,monto_normalizado
88,Ministerio de Capital Humano,98,2026,Fondo  de  Compensacion Salarial Docente,17495086838.0
89,Ministerio de Desregulación y Transformación del Estado,27,2025,Desarrollo de los Recursos Humanos del Sector Publico,5866058177.0
89,Ministerio de Desregulación y Transformación del Estado,27,2026,Planificacion Estrategica y Desarrollo de los Recursos Humanos del Sector Publico,11482606684.0
89,Ministerio de Desregulación y Transformación del Estado,28,2025,Fortalecimiento de la Gestion Publica,2409363457.0
89,Ministerio de Desregulación y Transformación del Estado,28,2026,Transformacion del Estado y Funcion Publica,5724017541.0
91,Obligaciones a Cargo del Tesoro,65,2023,Asistencia Financiera a Empresas Publicas y Otros Entes del Ministerio de Cultura,0.0
91,Obligaciones a Cargo del Tesoro,65,2024,Asistencia Financiera a Empresas Publicas y Otros Entes de la Secretaria de Cultura,1964000000.0
91,Obligaciones a Cargo del Tesoro,65,2025,Asistencia Financiera a Empresas Publicas y Otros Entes de la Secretaria de Cultura,1964000000.0
91,Obligaciones a Cargo del Tesoro,67,2023,Reglamentacion Ley N° 27.606,90346090346.0
91,Obligaciones a Cargo del Tesoro,67,2024,Cumplimiento de Medida Cautelar CSJN 1864/2022,510000000000.0
91,Obligaciones a Cargo del Tesoro,67,2025,Cumplimiento de Medida Cautelar CSJN 1864/2022,1408000000000.0
91,Obligaciones a Cargo del Tesoro,67,2026,Cumplimiento de Medida Cautelar CSJN 1864/2022,190000000000.0
91,Obligaciones a Cargo del Tesoro,72,2023,Asistencia Financiera a Empresas Publicas y Otros Entes dependientes de la Secretaria de Medios y Comunicacion Publica,25558825559.0
91,Obligaciones a Cargo del Tesoro,72,2024,Asistencia Financiera a Empresas Publicas y Otros Entes dependientes de la Secretaria de Comunicacion y Prensa,43305577178.0
91,Obligaciones a Cargo del Tesoro,72,2025,Asistencia Financiera a Empresas Publicas y Otros Entes dependientes de la Secretaria de Comunicacion y Medios,81480198486.0
91,Obligaciones a Cargo del Tesoro,72,2026,Asistencia Financiera a Empresas Publicas y Otros Entes dependientes de la Secretaria de Comunicacion y Prensa,62244896690.0
91,Obligaciones a Cargo del Tesoro,73,2023,Asistencia Financiera a Empresas Publicas y Otros Entes del Ministerio de Turismo y Deportes,5492909493.0
91,Obligaciones a Cargo del Tesoro,73,2024,"Asistencia Financiera a Empresas Publicas y Otros Entes de la Secretaria de  Turismo, Ambiente y Deportes",16000000000.0
91,Obligaciones a Cargo del Tesoro,73,2025,"Asistencia Financiera a Empresas Publicas y Otros Entes de la Secretaria de  Turismo, Ambiente y Deportes",20650000000.0
91,Obligaciones a Cargo del Tesoro,73,2026,Asistencia Financiera a Empresas Publicas y Otros Entes del Sector Deportes,18400000000.0
91,Obligaciones a Cargo del Tesoro,75,2023,Asistencia Financiera a Empresas Publicas y Otros Entes del Ministerio de Educacion,4298404298.0
91,Obligaciones a Cargo del Tesoro,75,2024,Asistencia Financiera a Empresas Publicas y Otros Entes de la Secretaria de Educacion,44594400000.0
91,Obligaciones a Cargo del Tesoro,75,2025,Asistencia Financiera a Empresas Publicas y Otros Entes de la Secretaria de Educacion,108603297341.0
91,Obligaciones a Cargo del Tesoro,75,2026,Asistencia Financiera a Empresas Publicas y Otros Entes de la Secretaria de Educacion,52300000000.0
91,Obligaciones a Cargo del Tesoro,77,2023,Asistencia Financiera a Empresas Publicas y Otros Entes del Ministerio de  Obras Publicas,207575207575.0
91,Obligaciones a Cargo del Tesoro,77,2024,Asistencia Financiera a Empresas Publicas y Otros Entes de la Secretaria de Obras Publicas,266192870897.0
91,Obligaciones a Cargo del Tesoro,77,2025,Asistencia Financiera a Empresas Publicas y Otros Entes de la Secretaria de Obras Publicas,93069561089.0
91,Obligaciones a Cargo del Tesoro,77,2026,Asistencia Financiera a Empresas Publicas y Otros Entes de la Secretaria de Obras Publicas,84906140000.0
91,Obligaciones a Cargo del Tesoro,87,2023,Asistencia Financiera a Empresas Publicas y Otros Entes del Ministerio de Transporte,442036094036.0
91,Obligaciones a Cargo del Tesoro,87,2024,Asistencia Financiera a Empresas Publicas y Otros Entes de la Secretaria de Transporte,1093550375291.0
91,Obligaciones a Cargo del Tesoro,87,2025,Asistencia Financiera a Empresas Publicas y Otros Entes de la Secretaria de Transporte,1446908352732.0
91,Obligaciones a Cargo del Tesoro,87,2026,Asistencia Financiera a Empresas Publicas y Otros Entes de la Secretaria de Transporte,1686019000000.0
