jur_id,jur_desc,prg_id,en_2023,en_2024,en_2025,en_2026,monto_2023,monto_2024,monto_2025,monto_2026,nombre_estable,nombres_distintos,alerta,desc_2023,desc_2026
30,Ministerio del Interior,77,✗,✓,✗,✗,0,51999192919.0,0,0,SI,,NUEVO_POST2023,,
30,Ministerio del Interior,79,✗,✓,✗,✗,0,2252156529.0,0,0,SI,,NUEVO_POST2023,,
30,Ministerio del Interior,8,✗,✓,✗,✗,0,7410590757.0,0,0,SI,,NUEVO_POST2023,,
30,Ministerio del Interior,84,✗,✗,✗,✓,0,0,0,4719961926.0,SI,,NUEVO_POST2023,,Atencion y Desarrollo de Poblaciones Indigenas
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",1,✓,✓,✓,✓,13010276015.0,50051634949.0,65711313888.0,86429520582.0,SI,,,Actividades Centrales,Actividades Centrales
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",16,✓,✓,✓,✓,6353171124.0,26777311928.0,28343102580.0,29369280015.0,SI,,,Acciones Diplomaticas de Politica Exterior,Acciones Diplomaticas de Politica Exterior
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",17,✓,✓,✓,✓,481438016.0,1920254899.0,2424058934.0,3339814358.0,SI,,,Registro y Sostenimiento de Cultos,Registro y Sostenimiento de Cultos
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",18,✓,✓,✓,✓,391956135.0,1261322676.0,1070251006.0,1077070476.0,SI,,,Cascos Blancos,Cascos Blancos
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",19,✓,✓,✓,✓,5160538434.0,17471840394.0,25576660920.0,27742350986.0,SI,,,Mantenimiento y Promocion de las Relaciones Economicas Internacionales,Mantenimiento y Promocion de las Relaciones Economicas Internacionales
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",2,✓,✓,✓,✓,56036195755.0,266268212997.0,334808771391.0,343742761541.0,SI,,,"Actividades Comunes a los Programas 16, 19  y 23","Actividades Comunes a los Programas 16, 19  y 23"
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",20,✓,✓,✓,✓,1897197679.0,5820258350.0,7139791951.0,9453065409.0,SI,,,Desarrollo del Plan Antartico,Desarrollo del Plan Antartico
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",22,✓,✓,✓,✓,376179584.0,1743626509.0,2997522055.0,3074941562.0,SI,,,Promocion de la Cooperacion Internacional,Promocion de la Cooperacion Internacional
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",23,✓,✓,✓,✓,755342260.0,3452799880.0,4429977655.0,4575344263.0,NO,"Acciones Diplomaticas para la Promocion del Reclamo Argentino de Reconocimiento de la Soberania Nacional de las Islas Malvinas, | Acciones Diplomaticas asociadas a la Cuestion Malvinas, Antartida, Politica Oceanica y Atlantico Sur",NOMBRE_CAMBIA,"Acciones Diplomaticas para la Promocion del Reclamo Argentino de Reconocimiento de la Soberania Nacional de las Islas Malvinas,","Acciones Diplomaticas asociadas a la Cuestion Malvinas, Antartida, Politica Oceanica y Atlantico Sur"
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",3,✓,✓,✗,✗,31857864.0,3640000.0,0,0,SI,,,Actividades Comunes a los Programas 18 y 22,
35,"Ministerio de Relaciones Exteriores, Comercio Internacional y Culto",92,✓,✓,✓,✓,16420134233.0,145946937808.0,132395612981.0,129822566408.0,SI,,,Cuotas y Contribuciones a Organismos Internacionales,Cuotas y Contribuciones a Organismos Internacionales
40,Ministerio de Justicia y Derechos Humanos,1,✓,✓,✓,✓,11552452699.0,15074003718.0,28835966224.0,49664638234.0,SI,,,Actividades Centrales,Actividades Centrales
40,Ministerio de Justicia y Derechos Humanos,16,✓,✓,✓,✓,58736113971.0,1147520180.0,1754590852.0,1762457217.0,NO,Seguridad y Rehabilitacion del Interno | Promocion Internacional de los Derechos Humanos,NOMBRE_CAMBIA,Seguridad y Rehabilitacion del Interno,Promocion Internacional de los Derechos Humanos
40,Ministerio de Justicia y Derechos Humanos,18,✓,✗,✗,✗,4672747469.0,0,0,0,SI,,SOLO_2023,Politica Criminal y Asuntos Penitenciarios,
40,Ministerio de Justicia y Derechos Humanos,19,✓,✓,✓,✓,1390969298.0,6596563397.0,12961074646.0,85074741032.0,SI,,MONTO_X50,Regulacion y Control Registral,Regulacion y Control Registral
40,Ministerio de Justicia y Derechos Humanos,2,✓,✓,✓,✓,248213979.0,1660628628.0,8412842494.0,2812751508.0,SI,,,Actividades Comunes a los Programas de la Secretaria de Justicia,Actividades Comunes a los Programas de la Secretaria de Justicia
40,Ministerio de Justicia y Derechos Humanos,21,✓,✓,✓,✓,82535769.0,85726047.0,85726047.0,1304929424.0,SI,,,Representacion Notarial del Estado,Representacion Notarial del Estado
40,Ministerio de Justicia y Derechos Humanos,24,✓,✗,✗,✗,5391589067.0,0,0,0,SI,,SOLO_2023,Cooperacion Tecnica y Financiera para la Laborterapia de Internos,
40,Ministerio de Justicia y Derechos Humanos,25,✓,✗,✗,✗,1378081882.0,0,0,0,SI,,SOLO_2023,Formacion y Capacitacion,
40,Ministerio de Justicia y Derechos Humanos,26,✓,✓,✓,✓,4558918266.0,63103752534.0,86245619782.0,21575447795.0,SI,,,Promocion y Defensa de los Derechos Humanos,Promocion y Defensa de los Derechos Humanos
40,Ministerio de Justicia y Derechos Humanos,27,✓,✓,✓,✓,281206482.0,308922235.0,308922235.0,3016484434.0,SI,,,Controles Anticorrupcion,Controles Anticorrupcion
40,Ministerio de Justicia,37,✗,✓,✓,✓,0,8182486403.0,13797063054.0,13791360000.0,SI,,NUEVO_POST2023,,Prevencion del Lavado de Activos
40,Ministerio de Justicia y Derechos Humanos,38,✓,✓,✗,✗,234726110.0,1027061438.0,0,0,SI,,,Formacion Universitaria en Derechos Humanos,
40,Ministerio de Justicia y Derechos Humanos,43,✓,✓,✓,✓,2931317188.0,17760001178.0,23247268303.0,52298402815.0,SI,,,Afianzamiento de la Justicia,Afianzamiento de la Justicia
40,Ministerio de Justicia,46,✗,✓,✓,✓,0,8689769275.0,7552814347.0,8404127819.0,SI,,NUEVO_POST2023,,Politica Criminal
40,Ministerio de Justicia,47,✗,✗,✓,✓,0,0,1250000000.0,1250000000.0,SI,,NUEVO_POST2023,,"Conservacion, Administracion y Disposicion de Bienes Cautelados y Recuperados por Proceso Judicial"
40,Ministerio de Justicia,6,✗,✓,✓,✓,0,7785686914.0,12354236367.0,5442555914.0,SI,,NUEVO_POST2023,,Actividades Comunes a los Programas 26 y 43
41,Ministerio de Seguridad,1,✓,✓,✓,✓,99776769341.0,476004293758.0,648155170095.0,731529804161.0,SI,,,Actividades Centrales,Actividades Centrales
41,Ministerio de Seguridad,16,✗,✓,✓,✓,0,270885544905.0,388461840284.0,426821914903.0,SI,,NUEVO_POST2023,,Seguridad y Rehabilitacion del Interno
41,Ministerio de Seguridad,18,✓,✓,✓,✓,240631359269.0,1069249317150.0,1464088822282.0,1598643035632.0,SI,,,"Administracion de Beneficios Previsionales Policia Federal, Policia de Seguridad Aeroportuaria y otros","Administracion de Beneficios Previsionales Policia Federal, Policia de Seguridad Aeroportuaria y otros"
41,Ministerio de Seguridad,19,✓,✓,✓,✓,94191996133.0,386076245697.0,517191403304.0,564932017903.0,SI,,,Administracion de Beneficios Previsionales Gendarmeria Nacional,Administracion de Beneficios Previsionales Gendarmeria Nacional
41,Ministerio de Seguridad,20,✓,✓,✓,✓,75058848893.0,305125264086.0,403050286192.0,445938828169.0,SI,,,Administracion de Beneficios Previsionales Prefectura Naval Argentina,Administracion de Beneficios Previsionales Prefectura Naval Argentina
41,Ministerio de Seguridad,21,✓,✓,✓,✓,44615212045.0,243667596831.0,373898851363.0,420540567014.0,SI,,,Administracion de Beneficios Previsionales Servicio Penitenciario Federal,Administracion de Beneficios Previsionales Servicio Penitenciario Federal
41,Ministerio de Seguridad,22,✓,✓,✓,✓,11877204877.0,45642798627.0,54996798627.0,60928295610.0,SI,,,Asistencia Sanitaria de la Policia Federal Argentina,Asistencia Sanitaria de la Policia Federal Argentina
41,Ministerio de Seguridad,23,✓,✓,✓,✓,23288641987.0,113179732224.0,156975547092.0,163370620461.0,SI,,,Seguridad Aeroportuaria,Seguridad Aeroportuaria
41,Ministerio de Seguridad,24,✓,✓,✓,✓,995707958.0,2167907480.0,2485021349.0,8328822736.0,SI,,,Formacion y Capacitacion en Seguridad Aeroportuaria,Formacion y Capacitacion en Seguridad Aeroportuaria
41,Ministerio de Seguridad,25,✗,✓,✓,✓,0,8475935972.0,13451343220.0,22448159249.0,SI,,NUEVO_POST2023,,Formacion y Capacitacion
41,Ministerio de Seguridad,28,✓,✓,✓,✓,114658876138.0,430791767764.0,575801140863.0,645673957001.0,SI,,,Seguridad Federal,Seguridad Federal
41,Ministerio de Seguridad,30,✓,✓,✓,✓,9226971867.0,32414997064.0,41904381464.0,48104901416.0,SI,,,Servicio de Bomberos,Servicio de Bomberos
41,Ministerio de Seguridad,31,✓,✓,✓,✓,7131301793.0,24516611145.0,31914459853.0,36198900121.0,SI,,,Servicios de Informatica y Comunicaciones,Servicios de Informatica y Comunicaciones
41,Ministerio de Seguridad,36,✓,✓,✓,✓,4258148871.0,15889660975.0,20172745242.0,24016346913.0,SI,,,Atencion Sanitaria de la Prefectura Naval Argentina,Atencion Sanitaria de la Prefectura Naval Argentina
41,Ministerio de Seguridad,37,✓,✓,✓,✓,12384729106.0,37180070847.0,47535085533.0,55377843771.0,SI,,,Formacion y Capacitacion Profesional de la Prefectura Naval Argentina,Formacion y Capacitacion Profesional de la Prefectura Naval Argentina
41,Ministerio de Seguridad,39,✓,✓,✓,✓,105189616.0,465676232.0,6999643426.0,7504565311.0,NO,Control y Servicio Tecnico de Seguridad de la Navegacion | Seguridad en Eventos Deportivos,NOMBRE_CAMBIA | MONTO_X50,Seguridad en Eventos Deportivos,Control y Servicio Tecnico de Seguridad de la Navegacion
41,Ministerio de Seguridad,40,✓,✓,✓,✓,6810016275.0,22442020455.0,23010550049.0,10452970054.0,SI,,,Operaciones de Seguridad Interior,Operaciones de Seguridad Interior
41,Ministerio de Seguridad,41,✓,✓,✓,✓,1979532015.0,8384548027.0,9121155045.0,10153012431.0,SI,,,Servicio de Informatica y Comunicaciones para la Navegacion,Servicio de Informatica y Comunicaciones para la Navegacion
41,Ministerio de Seguridad,42,✓,✓,✓,✓,6412450809.0,28868495239.0,35628882218.0,88063772990.0,NO,Asistencia Sanitaria de la Gendarmeria Nacional Argentina | Asistencia Sanitaria de la Gendarmeria Nacional,NOMBRE_CAMBIA,Asistencia Sanitaria de la Gendarmeria Nacional,Asistencia Sanitaria de la Gendarmeria Nacional Argentina
41,Ministerio de Seguridad,44,✓,✓,✓,✓,1284918157.0,4980382787.0,7163235946.0,9887261087.0,SI,,,Misiones Humanitarias y de Paz para Organismos Internacionales,Misiones Humanitarias y de Paz para Organismos Internacionales
41,Ministerio de Seguridad Nacional,47,✗,✗,✓,✓,0,0,4504275894.0,4276002278.0,SI,,NUEVO_POST2023,,Politicas de Lucha contra el Narcotrafico y la Criminalidad Organizada
41,Ministerio de Seguridad,48,✓,✓,✓,✓,78575049493.0,317634613675.0,425886186330.0,415658280454.0,SI,,,Seguridad en Fronteras,Seguridad en Fronteras
41,Ministerio de Seguridad,49,✓,✓,✓,✓,72634607418.0,303353526116.0,401254110607.0,468582578014.0,SI,,,Operaciones Complementarias de Seguridad Interior,Operaciones Complementarias de Seguridad Interior
41,Ministerio de Seguridad,50,✓,✓,✓,✓,22574517699.0,78000852968.0,106477552119.0,82605948092.0,SI,,,Servicio de Investigacion de Delitos Complejos y Operaciones Antidrogas,Servicio de Investigacion de Delitos Complejos y Operaciones Antidrogas
41,Ministerio de Seguridad,51,✓,✓,✓,✓,1420360343.0,5851921347.0,4082394727.0,3713121410.0,SI,,,Acciones de Seguridad y Politica Criminal,Acciones de Seguridad y Politica Criminal
41,Ministerio de Seguridad,52,✓,✓,✗,✗,272000408.0,740515774.0,0,0,SI,,,"Fortalecimiento de Integridad Publica y Proteccion de Derechos, Bienestar y Genero en el ambito de la Seguridad",
41,Ministerio de Seguridad,53,✗,✓,✓,✓,0,3928713618.0,25893105201.0,48864883790.0,SI,,NUEVO_POST2023,,Asuntos Penitenciarios
41,Ministerio de Seguridad Nacional,54,✗,✗,✓,✓,0,0,399073543.0,705104260.0,SI,,NUEVO_POST2023,,"Fondos para la atencion de Recompensas, Informantes y Proteccion de Testigos"
41,Ministerio de Seguridad Nacional,55,✗,✗,✓,✗,0,0,100000000000.0,0,SI,,NUEVO_POST2023,,
41,Ministerio de Seguridad Nacional,56,✗,✗,✓,✓,0,0,1600095565.0,959881488.0,SI,,NUEVO_POST2023,,Articulacion Federal de la Seguridad
41,Ministerio de Seguridad Nacional,57,✗,✗,✗,✓,0,0,0,7484485023.0,SI,,NUEVO_POST2023,,"Control, Fiscalizacion y Trazabilidad de Armas y Materiales Regulados"
45,Ministerio de Defensa,1,✓,✓,✓,✓,79881897294.0,546699048983.0,997207642434.0,567203102284.0,SI,,,Actividades Centrales,Actividades Centrales
45,Ministerio de Defensa,16,✓,✓,✓,✓,4379449569.0,21994737985.0,27314073904.0,29140072259.0,SI,,,Servicios de Meteorologia Nacional,Servicios de Meteorologia Nacional
45,Ministerio de Defensa,17,✓,✓,✓,✓,1433823209.0,8744425343.0,10153072297.0,8953364467.0,SI,,,Transporte Aereo de Fomento,Transporte Aereo de Fomento
45,Ministerio de Defensa,18,✓,✓,✓,✓,88502845.0,305284212.0,380159038.0,1410951646.0,SI,,,Sanidad Militar Conjunta,Sanidad Militar Conjunta
45,Ministerio de Defensa,19,✓,✓,✓,✓,3292447967.0,19250589442.0,23247853157.0,27549404213.0,SI,,,Remonta y Veterinaria,Remonta y Veterinaria
45,Ministerio de Defensa,20,✓,✓,✓,✓,704027200.0,4972284995.0,5411255392.0,4265081331.0,SI,,,Transportes Navales,Transportes Navales
45,Ministerio de Defensa,21,✓,✓,✓,✓,2819118379.0,3425039129.0,749069110.0,10161902645.0,SI,,,Planeamiento y Conduccion de Operaciones y de Adiestramiento Militar Conjunto,Planeamiento y Conduccion de Operaciones y de Adiestramiento Militar Conjunto
45,Ministerio de Defensa,22,✓,✓,✓,✓,1485336791.0,4600666932.0,5343117774.0,10765119624.0,SI,,,Servicios  de Hidrografia,Servicios  de Hidrografia
45,Ministerio de Defensa,23,✓,✓,✓,✓,1220231926.0,3546069082.0,4768515994.0,5870602828.0,SI,,,Servicio Meteorologico Nacional,Servicio Meteorologico Nacional
45,Ministerio de Defensa,24,✓,✓,✓,✓,644119100.0,7639236654.0,10792493955.0,7484346998.0,SI,,,Sostenimiento Operacional,Sostenimiento Operacional
45,Ministerio de Defensa,98,✓,✓,✓,✓,37238037.0,87985310.0,27346447259.0,26825000000.0,SI,,MONTO_X50,Transferencias Varias,Transferencias Varias
5,Poder Judicial de la Nación,1,✓,✓,✓,✓,32642968447.0,269602684506.0,301245997160.0,299047813960.0,SI,,,Actividades Centrales,Actividades Centrales
5,Poder Judicial de la Nación,21,✓,✓,✓,✓,11139609744.0,51462454836.0,76869350048.0,102425111526.0,SI,,,Justicia de Maxima Instancia,Justicia de Maxima Instancia
5,Poder Judicial de la Nación,22,✓,✓,✓,✓,12728749055.0,42494646934.0,61245238404.0,70929172208.0,SI,,,Justicia de Casacion,Justicia de Casacion
5,Poder Judicial de la Nación,23,✓,✓,✓,✓,90694161378.0,362475401638.0,509315493825.0,606036504550.0,SI,,,Justicia Ordinaria de la Ciudad Autonoma de Buenos Aires,Justicia Ordinaria de la Ciudad Autonoma de Buenos Aires
5,Poder Judicial de la Nación,24,✓,✓,✓,✓,161050777225.0,564153153291.0,806278415082.0,925673359998.0,SI,,,Justicia Federal,Justicia Federal
5,Poder Judicial de la Nación,25,✓,✓,✓,✓,3301509371.0,11442006069.0,17537006069.0,16522965374.0,SI,,,Asistencia Social,Asistencia Social
5,Poder Judicial de la Nación,26,✓,✓,✓,✓,1086203306.0,3906748010.0,5671748010.0,5841000000.0,SI,,,Atencion de Pasividades,Atencion de Pasividades
5,Poder Judicial de la Nación,27,✓,✓,✓,✓,3192510193.0,15915603936.0,24297303936.0,27026886630.0,SI,,,Interceptacion y Captacion de las Comunicaciones,Interceptacion y Captacion de las Comunicaciones
5,Poder Judicial de la Nación,4,✓,✓,✓,✓,3629827981.0,24660255168.0,34339035121.0,30954764676.0,SI,,,Mandamientos y Notificaciones,Mandamientos y Notificaciones
5,Poder Judicial de la Nación,5,✓,✓,✓,✓,6100754592.0,39565720751.0,55623196294.0,53295460885.0,SI,,,Pericias Judiciales,Pericias Judiciales
5,Poder Judicial de la Nación,6,✓,✓,✓,✓,1708622886.0,3913553047.0,6021483243.0,4353704383.0,SI,,,Biblioteca y Jurisprudencia,Biblioteca y Jurisprudencia
5,Poder Judicial de la Nación,7,✓,✓,✓,✓,2667983132.0,6529091884.0,10170710980.0,9127253097.0,SI,,,Archivo General,Archivo General
5,Poder Judicial de la Nación,8,✓,✓,✓,✓,7909836754.0,33959868935.0,52405468935.0,49475002708.0,SI,,,Administracion General de la Corte Suprema de Justicia de la Nacion,Administracion General de la Corte Suprema de Justicia de la Nacion
50,Ministerio de Economía,1,✓,✓,✓,✓,82938380496.0,357776129401.0,376596464305.0,493195230860.0,SI,,,Actividades Centrales,Actividades Centrales
50,Ministerio de Economía,10,✗,✓,✓,✗,0,26693957292.0,96925330275.0,0,NO,Actividades Comunes de los Programas de la Secretaria de Bioeconomia | Actividades Comunes a los Programas de la Secretaria de Industria y Desarrollo Productivo,NOMBRE_CAMBIA | NUEVO_POST2023,,
50,Ministerio de Economía,11,✗,✗,✗,✓,0,0,0,1951224262.0,SI,,NUEVO_POST2023,,Actividades Comunes a los Programas de Industria y Comercio
50,Ministerio de Economía,12,✓,✓,✓,✗,1591654083.0,12761372605.0,13690598975.0,0,SI,,,Actividades Comunes a los Programas de la Secretaria de Hacienda,
50,Ministerio de Economía,13,✓,✓,✓,✗,10980702696.0,55050730137.0,4503623668.0,0,SI,,,Actividades Comunes a los Programas de Industria y Desarrollo Productivo,
50,Ministerio de Economía,15,✗,✗,✓,✓,0,0,8852999672.0,7931489123.0,SI,,NUEVO_POST2023,,Actividades Comunes a los Programas de la Secretaria de Obras Publicas
50,Ministerio de Economía,16,✓,✓,✓,✓,1844872445.0,10565821251.0,13681760929.0,14097926571.0,SI,,,Resolucion de Cuestiones Dudosas y Litigiosas,Resolucion de Cuestiones Dudosas y Litigiosas
50,Ministerio de Economía,17,✓,✓,✓,✓,33956468443.0,152181146539.0,153247534956.0,59654265600.0,NO,"Regulacion del Transporte y Distribucion de Gas | Investigacion Aplicada, Innovacion, Transferencias de Tecnologias, Extension y Apoyo al Desarrollo Rural - AITTE",NOMBRE_CAMBIA,"Investigacion Aplicada, Innovacion, Transferencias de Tecnologias, Extension y Apoyo al Desarrollo Rural - AITTE",Regulacion del Transporte y Distribucion de Gas
50,Ministerio de Economía,18,✓,✓,✓,✓,2755762481.0,12432536494.0,14729251494.0,20403524400.0,NO,Regulacion y Contralor del Mercado Electrico | Proteccion de los Derechos de la Propiedad Industrial,NOMBRE_CAMBIA,Proteccion de los Derechos de la Propiedad Industrial,Regulacion y Contralor del Mercado Electrico
50,Ministerio de Economía,19,✓,✓,✓,✓,3887111262.0,14900965888.0,17213991946.0,19092963375.0,SI,,,Servicio Estadistico,Servicio Estadistico
50,Ministerio de Economía,2,✓,✓,✓,✓,4577276095.0,17835092588.0,21639430648.0,22751536625.0,SI,,,Actividades Comunes del INDEC,Actividades Comunes del INDEC
50,Ministerio de Economía,20,✓,✓,✓,✓,15039688952.0,68024614638.0,807756615.0,1937700283.0,NO,Desarrollos y Suministros para la Energia Nuclear | Prevencion Sismica,NOMBRE_CAMBIA,Desarrollos y Suministros para la Energia Nuclear,Prevencion Sismica
50,Ministerio de Economía,21,✓,✓,✗,✓,5194902869.0,16553006460.0,0,15451585340.0,SI,,,Aplicaciones de la Tecnologia Nuclear,Aplicaciones de la Tecnologia Nuclear
50,Ministerio de Economía,22,✓,✓,✓,✓,822628916.0,2968788024.0,3240850714.0,6148879190.0,SI,,,"Finanzas, Bancos y Seguros","Finanzas, Bancos y Seguros"
50,Ministerio de Economía,23,✓,✓,✗,✓,4232805146.0,11375860140.0,0,12671017784.0,SI,,,Investigacion y Aplicaciones no Nucleares,Investigacion y Aplicaciones no Nucleares
50,Ministerio de Economía,24,✓,✓,✓,✓,3401810638.0,14670931379.0,32565196761.0,19575257458.0,NO,Acciones para la Sanidad Animal | Suministros y Tecnologia del Ciclo de Combustible Nuclear,NOMBRE_CAMBIA,Suministros y Tecnologia del Ciclo de Combustible Nuclear,Suministros y Tecnologia del Ciclo de Combustible Nuclear
50,Ministerio de Economía,25,✓,✓,✓,✓,233000233.0,651087204.0,30539619300.0,1124205147.0,NO,Acciones para la Proteccion Vegetal | Coordinacion del Plan Nacional de Medicina,NOMBRE_CAMBIA,Coordinacion del Plan Nacional de Medicina,Coordinacion del Plan Nacional de Medicina
50,Ministerio de Economía,26,✓,✓,✓,✓,2699475872.0,23699893556.0,41502744906.0,51166861673.0,NO,Administracion Financiera | Acciones para la Inocuidad y Calidad Agroalimentaria | Ejecucion Obras de Rehabilitacion y Mantenimiento en Red por Sistema de Gestion Integral,NOMBRE_CAMBIA,Administracion Financiera,Acciones para la Inocuidad y Calidad Agroalimentaria
50,Ministerio de Economía,27,✓,✓,✓,✗,581344719.0,1905214097.0,2408196781.0,0,SI,,,Administracion de Ingresos Publicos y Politica Tributaria,
50,Ministerio de Economía,28,✓,✗,✗,✗,3415445027.0,0,0,0,SI,,SOLO_2023,Definicion de Politicas de Comercio Interior,
50,Ministerio de Economía,3,✓,✓,✗,✓,6440382232.0,8144852410.0,0,237915941.0,NO,"Actividades Comunes de los Programas de la Secretaria de Bioeconomia | Actividades Comunes de los Programas de la Secretaria de Agricultura, Ganaderia y Pesca | Actividades Comunes a los Programas de las Secretarias de Energia y de Mineria",NOMBRE_CAMBIA,"Actividades Comunes de los Programas de la Secretaria de Agricultura, Ganaderia y Pesca",Actividades Comunes a los Programas de las Secretarias de Energia y de Mineria
50,Ministerio de Economía,31,✓,✓,✓,✓,466773248.0,3097029390.0,4140573827.0,2467732494.0,SI,,,Defensa de la Libre Competencia,Defensa de la Libre Competencia
50,Ministerio de Economía,32,✓,✓,✓,✓,2139853029.0,4965999613.0,5382089294.0,5337340136.0,SI,,,Formulacion y Ejecucion de la Politica Geologico - Minera,Formulacion y Ejecucion de la Politica Geologico - Minera
50,Ministerio de Economía,33,✓,✓,✓,✓,307789075.0,1072798137.0,1453888668.0,1293720445.0,SI,,,Analisis y Regulacion de la Competencia Comercial Internacional,Analisis y Regulacion de la Competencia Comercial Internacional
50,Ministerio de Economía,34,✗,✗,✓,✗,0,0,86809906555.0,0,SI,,NUEVO_POST2023,,
50,Ministerio de Economía,36,✓,✓,✓,✓,9289152351.0,47839100197.0,96567773832.0,103015777338.0,SI,,,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible,Politicas para el Aumento de la Produccion y Productividad en las Cadenas Agroindustriales en Forma Sostenible
50,Ministerio de Economía,37,✓,✗,✓,✓,1833847655.0,0,29465790.0,25938190720.0,NO,"Prevencion del Lavado de Activos | Fiscalizacion, Regulacion y Control del Servicio de Transporte Terrestre | Planificacion Territorial de la Inversion Publica",NOMBRE_CAMBIA,Prevencion del Lavado de Activos,"Fiscalizacion, Regulacion y Control del Servicio de Transporte Terrestre"
50,Ministerio de Economía,38,✓,✓,✓,✗,965000965.0,7000000000.0,0.0,0,SI,,,Programa Federal de Reconversion Productiva y Apoyo a la Actividad Ganadera,
50,Ministerio de Economía,39,✓,✗,✓,✗,5486746801.0,0,1693576629.0,0,NO,Planificacion y Desarrollo Territorial | Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,NOMBRE_CAMBIA,Formulacion de Politicas para la Agricultura Familiar y Desarrollo Productivo,
50,Ministerio de Economía,4,✓,✓,✓,✓,1892306595.0,4431774433.0,5952012894.0,2680685676.0,NO,Actividades Comunes de la Secretaria de Energia | Actividades Comunes de los Programas de la Secretaria de Energia | Actividad Comun de la Secretaria de Energia,NOMBRE_CAMBIA,Actividad Comun de la Secretaria de Energia,Actividades Comunes de los Programas de la Secretaria de Energia
50,Ministerio de Economía,40,✓,✓,✓,✓,2561789572.0,21280458420.0,21280458420.0,20767780000.0,SI,,,Promocion del Comercio y Produccion de Semillas,Promocion del Comercio y Produccion de Semillas
50,Ministerio de Economía,41,✓,✓,✓,✗,2125630028.0,1083482573.0,692593128.0,0,SI,,,Acciones Censales,
50,Ministerio de Economía,42,✗,✗,✓,✗,0,0,205867751768.0,0,SI,,NUEVO_POST2023,,
50,Ministerio de Economía,43,✗,✗,✓,✗,0,0,6111693703.0,0,SI,,NUEVO_POST2023,,
50,Ministerio de Economía,44,✗,✗,✓,✓,0,0,15340560551.0,3911400585.0,SI,,NUEVO_POST2023,,Desarrollo Sustentable de la Cuenca Matanza - Riachuelo
50,Ministerio de Economía,45,✓,✓,✓,✓,4754624851.0,3889897608.0,0.0,481434996418.0,NO,Administracion Financiera | Promocion de la Productividad y Competitividad PyME y el Desarrollo de los Emprendedores,NOMBRE_CAMBIA | MONTO_X50,Promocion de la Productividad y Competitividad PyME y el Desarrollo de los Emprendedores,Administracion Financiera
50,Ministerio de Economía,46,✗,✗,✓,✗,0,0,54126566.0,0,SI,,NUEVO_POST2023,,
50,Ministerio de Economía,47,✓,✓,✓,✗,221602717.0,906802312.0,1169547768.0,0,SI,,,Coordinacion Fiscal con las Provincias,
50,Ministerio de Economía,48,✓,✓,✓,✓,90601612.0,382416982.0,1814276268.0,191718165.0,NO,Administracion de los Asuntos Economicos y Financieros  Internacionales | Ejecucion Obras de Seguridad en Rutas Nacionales,NOMBRE_CAMBIA,Administracion de los Asuntos Economicos y Financieros  Internacionales,Ejecucion Obras de Seguridad en Rutas Nacionales
50,Ministerio de Economía,49,✗,✗,✓,✓,0,0,4708327727.0,27271101676.0,NO,"Consolidacion Urbana, Mejoramiento de Barrios y Puesta en Valor de Centralidades | Reparacion y Construccion de Puentes y Alcantarillas",NOMBRE_CAMBIA | NUEVO_POST2023,,"Consolidacion Urbana, Mejoramiento de Barrios y Puesta en Valor de Centralidades"
50,Ministerio de Economía,5,✗,✗,✓,✓,0,0,3257493482.0,8556701103.0,SI,,NUEVO_POST2023,,Actividades Comunes a los Programas de la Secretaria de Transporte
50,Ministerio de Economía,50,✗,✗,✓,✗,0,0,9179757879.0,0,SI,,NUEVO_POST2023,,
50,Ministerio de Economía,51,✗,✗,✓,✓,0,0,15734725590.0,5283277071.0,SI,,NUEVO_POST2023,,Apoyo para el Desarrollo de Obra Publica
50,Ministerio de Economía,52,✓,✓,✓,✓,107368842.0,187987589.0,61483358.0,0.0,NO,Mantenimiento y Reparacion de Obras de Arte | Formulacion y Ejecucion de Politicas de Desarrollo y Competitividad Federal,NOMBRE_CAMBIA | CASI_ELIMINADO,Formulacion y Ejecucion de Politicas de Desarrollo y Competitividad Federal,Mantenimiento y Reparacion de Obras de Arte
50,Ministerio de Economía,53,✓,✓,✓,✗,11526500051.0,47429503607.0,9324487581.0,0,NO,"Coordinacion de Financiamientos Transversales y Federales y de la Asistencia a la Produccion | Ejecucion de Infraestructura Vial para el Desarrollo Economico, Social y Productivo",NOMBRE_CAMBIA,Coordinacion de Financiamientos Transversales y Federales y de la Asistencia a la Produccion,
50,Ministerio de Economía,54,✗,✗,✓,✓,0,0,3409317296.0,3678000000.0,SI,,NUEVO_POST2023,,Tasacion de Bienes
